,house_type,house_size,location,price,numBalconies,numBathrooms,SecurityDeposit,Status,category,numBedrooms,ratio_per_room,PricePerSqft
1576,2 BHK Apartment ,680,Ghatkopar West,45000,,2.0,No Deposit,Semi-Furnished,apartment,2,22500.0,66.17647058823529
1577,2 BHK Apartment ,1050,Bhandup West,40000,,2.0,No Deposit,Unfurnished,apartment,2,20000.0,38.095238095238095
1578,3 BHK Apartment ,1470,Powai,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,61.224489795918366
1579,3 BHK Apartment ,1400,Powai,58000,,3.0,No Deposit,Semi-Furnished,apartment,3,19333.333333333332,41.42857142857143
1580,1 BHK Apartment ,710,Kurla,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,35.2112676056338
1581,1 BHK Apartment ,710,Kurla,25000,,2.0,No Deposit,Semi-Furnished,apartment,1,25000.0,35.2112676056338
1582,2 BHK Apartment ,1100,Kurla,31000,,2.0,No Deposit,Semi-Furnished,apartment,2,15500.0,28.181818181818183
1583,1 BHK Apartment ,1106,Kurla,23000,,2.0,No Deposit,Semi-Furnished,apartment,1,23000.0,20.795660036166364
1584,1 BHK Apartment ,1106,Kurla,23000,,2.0,No Deposit,Semi-Furnished,apartment,1,23000.0,20.795660036166364
1585,1 BHK Apartment ,625,Powai,49000,,2.0,No Deposit,Semi-Furnished,apartment,1,49000.0,78.4
1586,1 RK Studio Apartment ,405,Koper Khairane,12000,,1.0,No Deposit,Semi-Furnished,studio,1,12000.0,29.62962962962963
1587,2 BHK Apartment ,1250,Tardeo,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,48.0
1588,2 BHK Apartment ,1100,Thane West,29000,,2.0,No Deposit,Furnished,apartment,2,14500.0,26.363636363636363
1589,1 BHK Apartment ,650,Airoli,17000,,1.0,No Deposit,Unfurnished,apartment,1,17000.0,26.153846153846153
1590,3 BHK Apartment ,1000,Chembur,70000,,3.0,No Deposit,Semi-Furnished,apartment,3,23333.333333333332,70.0
1591,1 BHK Apartment ,450,Chembur,35000,,2.0,No Deposit,Semi-Furnished,apartment,1,35000.0,77.77777777777777
1592,2 BHK Apartment ,1100,Vashi,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,36.36363636363637
1593,2 BHK Apartment ,1025,Koper Khairane,29000,,2.0,No Deposit,Semi-Furnished,apartment,2,14500.0,28.29268292682927
1594,1 BHK Apartment ,600,Powai,60000,,1.0,No Deposit,Semi-Furnished,apartment,1,60000.0,100.0
1595,5 BHK Villa ,5700,Juhu,550000,,5.0,No Deposit,Semi-Furnished,villa,5,110000.0,96.49122807017544
1596,3 BHK Apartment ,2200,Juhu,300000,,3.0,No Deposit,Furnished,apartment,3,100000.0,136.36363636363637
1597,2 BHK Apartment ,1050,Andheri West,60000,,2.0,No Deposit,Furnished,apartment,2,30000.0,57.142857142857146
1598,2 BHK Apartment ,1000,Andheri West,70000,,2.0,No Deposit,Semi-Furnished,apartment,2,35000.0,70.0
1599,3 BHK Apartment ,1020,Juhu,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,88.23529411764706
1600,3 BHK Apartment ,1450,Juhu,150000,,3.0,No Deposit,Semi-Furnished,apartment,3,50000.0,103.44827586206897
1601,3 BHK Apartment ,1450,Powai,95000,,3.0,No Deposit,Semi-Furnished,apartment,3,31666.666666666668,65.51724137931035
1602,3 BHK Apartment ,1550,Powai,110000,,3.0,No Deposit,Furnished,apartment,3,36666.666666666664,70.96774193548387
1603,2 BHK Apartment ,1050,Andheri East,45000,,2.0,No Deposit,Semi-Furnished,apartment,2,22500.0,42.857142857142854
1604,2 BHK Apartment ,1220,Ulwe,15000,,2.0,No Deposit,Unfurnished,apartment,2,7500.0,12.295081967213115
1605,2 BHK Apartment ,1000,Powai,50000,,2.0,No Deposit,Semi-Furnished,apartment,2,25000.0,50.0
1606,2 BHK Apartment ,1250,Powai,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,64.0
1607,3 BHK Apartment ,1800,Powai,75000,,3.0,No Deposit,Semi-Furnished,apartment,3,25000.0,41.666666666666664
1608,3 BHK Apartment ,1800,Powai,125000,,3.0,No Deposit,Semi-Furnished,apartment,3,41666.666666666664,69.44444444444444
1609,1 BHK Apartment ,600,Powai,40000,,2.0,No Deposit,Furnished,apartment,1,40000.0,66.66666666666667
1610,5 BHK Apartment ,4500,Powai,500000,,6.0,No Deposit,Furnished,apartment,5,100000.0,111.11111111111111
1611,3 BHK Apartment ,1800,Powai,125000,,3.0,No Deposit,Semi-Furnished,apartment,3,41666.666666666664,69.44444444444444
1612,2 BHK Apartment ,1350,Powai,55000,,2.0,No Deposit,Unfurnished,apartment,2,27500.0,40.74074074074074
1613,2 BHK Apartment ,1150,Powai,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,60.869565217391305
1614,2 BHK Apartment ,1000,Powai,50000,,2.0,No Deposit,Semi-Furnished,apartment,2,25000.0,50.0
1615,3 BHK Apartment ,1400,Powai,85000,,3.0,No Deposit,Semi-Furnished,apartment,3,28333.333333333332,60.714285714285715
1616,1 BHK Apartment ,750,Powai,24000,,2.0,No Deposit,Unfurnished,apartment,1,24000.0,32.0
1617,4 BHK Apartment ,3000,Powai,300000,,5.0,No Deposit,Furnished,apartment,4,75000.0,100.0
1618,1 BHK Apartment ,600,Andheri East,30000,,2.0,No Deposit,Semi-Furnished,apartment,1,30000.0,50.0
1619,2 BHK Apartment ,1250,Powai,55000,,2.0,No Deposit,Semi-Furnished,apartment,2,27500.0,44.0
1620,2 BHK Apartment ,910,Powai,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,71.42857142857143
1621,2 BHK Apartment ,1050,Powai,60000,,2.0,No Deposit,Semi-Furnished,apartment,2,30000.0,57.142857142857146
1622,2 BHK Apartment ,1050,Powai,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,71.42857142857143
1623,1 BHK Apartment ,625,Powai,58000,,1.0,No Deposit,Furnished,apartment,1,58000.0,92.8
1624,2 BHK Apartment ,1400,Powai,60000,,2.0,No Deposit,Unfurnished,apartment,2,30000.0,42.857142857142854
1625,2 BHK Apartment ,1100,Powai,91000,,2.0,No Deposit,Semi-Furnished,apartment,2,45500.0,82.72727272727273
1626,2 BHK Apartment ,1100,Powai,80000,,2.0,No Deposit,Furnished,apartment,2,40000.0,72.72727272727273
1627,3 BHK Apartment ,1500,Powai,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,60.0
1628,3 BHK Apartment ,1850,Powai,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,48.648648648648646
1629,2 BHK Apartment ,1100,Powai,70000,,2.0,No Deposit,Furnished,apartment,2,35000.0,63.63636363636363
1630,2 BHK Apartment ,1150,Powai,80000,,2.0,No Deposit,Furnished,apartment,2,40000.0,69.56521739130434
1631,2 BHK Apartment ,1100,Powai,120000,,2.0,No Deposit,Furnished,apartment,2,60000.0,109.0909090909091
1632,2 BHK Apartment ,1050,Powai,50000,,2.0,No Deposit,Semi-Furnished,apartment,2,25000.0,47.61904761904762
1633,2 BHK Apartment ,1200,Powai,85000,,2.0,No Deposit,Furnished,apartment,2,42500.0,70.83333333333333
1634,3 BHK Apartment ,1100,Powai,80000,,3.0,No Deposit,Semi-Furnished,apartment,3,26666.666666666668,72.72727272727273
1635,1 BHK Apartment ,550,Powai,35000,,1.0,No Deposit,Furnished,apartment,1,35000.0,63.63636363636363
1636,1 BHK Apartment ,600,Powai,36000,,1.0,No Deposit,Furnished,apartment,1,36000.0,60.0
1637,2 BHK Apartment ,1050,Powai,78000,,2.0,No Deposit,Semi-Furnished,apartment,2,39000.0,74.28571428571429
1638,3 BHK Apartment ,1360,Powai,78000,,3.0,No Deposit,Furnished,apartment,3,26000.0,57.35294117647059
1639,3 BHK Apartment ,1500,Powai,100000,,3.0,No Deposit,Furnished,apartment,3,33333.333333333336,66.66666666666667
1640,3 BHK Apartment ,1300,Powai,70000,,3.0,No Deposit,Semi-Furnished,apartment,3,23333.333333333332,53.84615384615385
1641,2 BHK Apartment ,1100,Powai,65000,,2.0,No Deposit,Furnished,apartment,2,32500.0,59.09090909090909
1642,2 BHK Apartment ,950,Powai,45000,,2.0,No Deposit,Semi-Furnished,apartment,2,22500.0,47.36842105263158
1643,5 BHK Apartment ,4500,Powai,425000,,6.0,No Deposit,Semi-Furnished,apartment,5,85000.0,94.44444444444444
1644,2 BHK Apartment ,1250,Powai,65000,,2.0,No Deposit,Unfurnished,apartment,2,32500.0,52.0
1645,2 BHK Apartment ,1050,Powai,57000,,2.0,No Deposit,Furnished,apartment,2,28500.0,54.285714285714285
1646,2 BHK Apartment ,1100,Powai,60000,,2.0,No Deposit,Semi-Furnished,apartment,2,30000.0,54.54545454545455
1647,1 BHK Apartment ,625,Powai,50000,,1.0,No Deposit,Semi-Furnished,apartment,1,50000.0,80.0
1648,3 BHK Apartment ,2250,Powai,100000,,4.0,No Deposit,Semi-Furnished,apartment,3,33333.333333333336,44.44444444444444
1649,3 BHK Apartment ,1850,Powai,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,48.648648648648646
1650,3 BHK Apartment ,1500,Powai,110000,,3.0,No Deposit,Furnished,apartment,3,36666.666666666664,73.33333333333333
1651,3 BHK Apartment ,1450,Powai,90000,,3.0,No Deposit,Semi-Furnished,apartment,3,30000.0,62.06896551724138
1652,3 BHK Apartment ,1300,Powai,95000,,3.0,No Deposit,Furnished,apartment,3,31666.666666666668,73.07692307692308
1653,1 BHK Apartment ,750,Powai,31000,,2.0,No Deposit,Semi-Furnished,apartment,1,31000.0,41.333333333333336
1654,2 BHK Apartment ,1100,Powai,50000,,2.0,No Deposit,Furnished,apartment,2,25000.0,45.45454545454545
1655,2 BHK Apartment ,1250,Powai,72000,,2.0,No Deposit,Semi-Furnished,apartment,2,36000.0,57.6
1656,2 BHK Apartment ,1250,Powai,125000,,2.0,No Deposit,Furnished,apartment,2,62500.0,100.0
1657,1 BHK Apartment ,600,Powai,26000,,2.0,No Deposit,Semi-Furnished,apartment,1,26000.0,43.333333333333336
1658,2 BHK Apartment ,950,Kandivali West,42000,,2.0,No Deposit,Furnished,apartment,2,21000.0,44.21052631578947
1659,1 BHK Apartment ,750,Powai,28000,,2.0,No Deposit,Semi-Furnished,apartment,1,28000.0,37.333333333333336
1660,2 BHK Apartment ,950,Kandivali West,42000,,2.0,No Deposit,Furnished,apartment,2,21000.0,44.21052631578947
1661,2 BHK Apartment ,1402,Santacruz West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.32667617689016
1662,2 BHK Apartment ,1402,Santacruz West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.32667617689016
1663,2 BHK Apartment ,1402,Santacruz West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.32667617689016
1664,2 BHK Apartment ,1402,Santacruz West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.32667617689016
1665,2 BHK Apartment ,1402,Santacruz West,100000,,2.0,No Deposit,Furnished,apartment,2,50000.0,71.32667617689016
1666,3 BHK Apartment ,1400,Bandra East,115000,,3.0,No Deposit,Semi-Furnished,apartment,3,38333.333333333336,82.14285714285714
1667,2 BHK Apartment ,840,Santacruz East,34000,,2.0,No Deposit,Unfurnished,apartment,2,17000.0,40.476190476190474
1668,2 BHK Apartment ,896,Santacruz East,43000,,2.0,No Deposit,Semi-Furnished,apartment,2,21500.0,47.99107142857143
1669,2 BHK Apartment ,1019,Kanjurmarg East,34000,,2.0,No Deposit,Furnished,apartment,2,17000.0,33.36604514229637
1670,1 BHK Apartment ,650,Kandivali West,29000,,2.0,No Deposit,Semi-Furnished,apartment,1,29000.0,44.61538461538461
1671,2 BHK Apartment ,1075,Goregaon East,45000,,2.0,No Deposit,Unfurnished,apartment,2,22500.0,41.86046511627907
1672,1 BHK Apartment ,635,Goregaon East,34000,,2.0,No Deposit,Furnished,apartment,1,34000.0,53.54330708661417
1673,2 BHK Apartment ,870,Kandivali West,37000,,2.0,No Deposit,Semi-Furnished,apartment,2,18500.0,42.52873563218391
1674,3 BHK Apartment ,1500,Bhayandar West,38000,,3.0,No Deposit,Unfurnished,apartment,3,12666.666666666666,25.333333333333332
1675,2 BHK Apartment ,980,Virar,11000,,,No Deposit,Semi-Furnished,apartment,2,5500.0,11.224489795918368
1676,3 BHK Apartment ,1450,Khar,35000,,2.0,No Deposit,Unfurnished,apartment,3,11666.666666666666,24.137931034482758
1677,1 BHK Apartment ,500,Kalyan West,12500,,2.0,No Deposit,Semi-Furnished,apartment,1,12500.0,25.0
1678,1 BHK Apartment ,650,Santacruz East,75000,,2.0,No Deposit,Furnished,apartment,1,75000.0,115.38461538461539
1679,2 BHK Apartment ,1045,Bhayandar West,30000,,2.0,No Deposit,Furnished,apartment,2,15000.0,28.708133971291865
1680,1 BHK Apartment ,710,Airoli,24000,,1.0,No Deposit,Furnished,apartment,1,24000.0,33.80281690140845
1681,3 BHK Apartment ,1400,Chembur,75000,,3.0,No Deposit,Semi-Furnished,apartment,3,25000.0,53.57142857142857
1682,1 RK Studio Apartment ,250,Andheri East,17000,,1.0,No Deposit,Semi-Furnished,studio,1,17000.0,68.0
1683,2 BHK Apartment ,1100,Kharghar,23000,,2.0,No Deposit,Semi-Furnished,apartment,2,11500.0,20.90909090909091
1684,2 BHK Apartment ,950,Santacruz East,78000,,2.0,No Deposit,Semi-Furnished,apartment,2,39000.0,82.10526315789474
1685,2 BHK Apartment ,1165,Malad East,73000,,2.0,No Deposit,Furnished,apartment,2,36500.0,62.66094420600859
1686,1 RK Studio Apartment ,250,Andheri East,16000,,1.0,No Deposit,Semi-Furnished,studio,1,16000.0,64.0
1687,2 BHK Apartment ,1200,Malad East,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,62.5
1688,3 BHK Apartment ,1300,Andheri East,65000,,3.0,No Deposit,Semi-Furnished,apartment,3,21666.666666666668,50.0
1689,2 BHK Apartment ,1165,Malad East,72000,,2.0,No Deposit,Semi-Furnished,apartment,2,36000.0,61.802575107296136
1690,1 BHK Apartment ,500,Jogeshwari East,33000,,2.0,No Deposit,Semi-Furnished,apartment,1,33000.0,66.0
1691,1 RK Studio Apartment ,250,Ulwe,17500,,1.0,No Deposit,Semi-Furnished,studio,1,17500.0,70.0
1692,1 BHK Apartment ,459,Andheri East,32000,,2.0,No Deposit,Semi-Furnished,apartment,1,32000.0,69.71677559912854
1693,2 BHK Apartment ,900,Andheri East,45000,,2.0,No Deposit,Semi-Furnished,apartment,2,22500.0,50.0
1694,1 BHK Apartment ,650,Kharghar,22000,,1.0,No Deposit,Semi-Furnished,apartment,1,22000.0,33.84615384615385
1695,2 BHK Apartment ,800,Bandra East,99000,,2.0,No Deposit,Furnished,apartment,2,49500.0,123.75
1696,1 RK Studio Apartment ,250,Andheri East,17000,,1.0,No Deposit,Semi-Furnished,studio,1,17000.0,68.0
1697,2 BHK Apartment ,1100,Kharghar,23000,,2.0,No Deposit,Semi-Furnished,apartment,2,11500.0,20.90909090909091
1698,2 BHK Apartment ,950,Santacruz East,78000,,2.0,No Deposit,Semi-Furnished,apartment,2,39000.0,82.10526315789474
1699,2 BHK Apartment ,1165,Malad East,73000,,2.0,No Deposit,Furnished,apartment,2,36500.0,62.66094420600859
1700,1 RK Studio Apartment ,250,Andheri East,16000,,1.0,No Deposit,Semi-Furnished,studio,1,16000.0,64.0
1701,2 BHK Apartment ,1200,Malad East,75000,,2.0,No Deposit,Semi-Furnished,apartment,2,37500.0,62.5
1702,3 BHK Apartment ,1300,Andheri East,65000,,3.0,No Deposit,Semi-Furnished,apartment,3,21666.666666666668,50.0
1703,2 BHK Apartment ,1165,Malad East,72000,,2.0,No Deposit,Semi-Furnished,apartment,2,36000.0,61.802575107296136
1704,1 BHK Apartment ,500,Jogeshwari East,33000,,2.0,No Deposit,Semi-Furnished,apartment,1,33000.0,66.0
1705,1 RK Studio Apartment ,250,Ulwe,17500,,1.0,No Deposit,Semi-Furnished,studio,1,17500.0,70.0
1706,1 BHK Apartment ,459,Andheri East,32000,,2.0,No Deposit,Semi-Furnished,apartment,1,32000.0,69.71677559912854
1707,2 BHK Apartment ,900,Andheri East,45000,,2.0,No Deposit,Semi-Furnished,apartment,2,22500.0,50.0
1708,2 BHK Apartment ,1000,Malad East,55000,,2.0,No Deposit,Furnished,apartment,2,27500.0,55.0
1709,1 RK Studio Apartment ,250,Andheri East,17500,,1.0,No Deposit,Semi-Furnished,studio,1,17500.0,70.0
1710,1 RK Studio Apartment ,250,Andheri East,17500,,1.0,No Deposit,Semi-Furnished,studio,1,17500.0,70.0
1711,1 RK Studio Apartment ,250,Andheri East,18500,,1.0,No Deposit,Semi-Furnished,studio,1,18500.0,74.0
1712,1 RK Studio Apartment ,250,Andheri East,15500,,1.0,No Deposit,Semi-Furnished,studio,1,15500.0,62.0
1713,2 BHK Apartment ,1250,Kharghar,38000,,2.0,No Deposit,Furnished,apartment,2,19000.0,30.4
1714,1 RK Studio Apartment ,350,Koper Khairane,7500,,1.0,No Deposit,Semi-Furnished,studio,1,7500.0,21.428571428571427
1715,1 BHK Apartment ,595,Vashi,22000,,1.0,No Deposit,Unfurnished,apartment,1,22000.0,36.97478991596638
1716,1 RK Studio Apartment ,350,Koper Khairane,8000,,1.0,No Deposit,Semi-Furnished,studio,1,8000.0,22.857142857142858
1717,1 BHK Apartment ,700,Kalamboli,14000,,1.0,No Deposit,Unfurnished,apartment,1,14000.0,20.0
1718,1 BHK Apartment ,710,Kalamboli,15000,,2.0,No Deposit,Semi-Furnished,apartment,1,15000.0,21.12676056338028
1719,2 BHK Apartment ,1100,Kalamboli,19500,,2.0,No Deposit,Unfurnished,apartment,2,9750.0,17.727272727272727
1720,1 BHK Apartment ,550,Koper Khairane,15000,,1.0,No Deposit,Semi-Furnished,apartment,1,15000.0,27.272727272727273
1721,1 BHK Apartment ,550,Koper Khairane,25000,,1.0,No Deposit,Semi-Furnished,apartment,1,25000.0,45.45454545454545
1722,3 BHK Apartment ,1650,Kharghar,45000,,3.0,No Deposit,Semi-Furnished,apartment,3,15000.0,27.272727272727273
1723,3 BHK Apartment ,1790,Kharghar,48999,,3.0,No Deposit,Semi-Furnished,apartment,3,16333.0,27.373743016759775
1724,2 BHK Apartment ,1350,Kharghar,45000,,2.0,No Deposit,Unfurnished,apartment,2,22500.0,33.333333333333336
1725,2 BHK Apartment ,1000,Santacruz East,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,80.0
1726,1 RK Studio Apartment ,300,Mira Road East,17500,,1.0,No Deposit,Furnished,studio,1,17500.0,58.333333333333336
1727,1 RK Studio Apartment ,350,Koper Khairane,10000,,1.0,No Deposit,Semi-Furnished,studio,1,10000.0,28.571428571428573
1728,2 BHK Apartment ,950,Santacruz East,78999,,2.0,No Deposit,Furnished,apartment,2,39499.5,83.15684210526315
1729,1 BHK Apartment ,444,Goregaon West,26300,,2.0,No Deposit,Semi-Furnished,apartment,1,26300.0,59.234234234234236
1730,1 BHK Apartment ,540,Malad West,27000,,2.0,No Deposit,Semi-Furnished,apartment,1,27000.0,50.0
1731,1 BHK Apartment ,515,Kalyan East,45000,,2.0,No Deposit,Unfurnished,apartment,1,45000.0,87.37864077669903
1732,1 RK Studio Apartment ,250,Andheri East,15500,,1.0,No Deposit,Unfurnished,studio,1,15500.0,62.0
1733,2 BHK Apartment ,1100,Kharghar,25000,,2.0,No Deposit,Unfurnished,apartment,2,12500.0,22.727272727272727
1734,2 BHK Apartment ,830,Vevoor,7000,,2.0,No Deposit,Semi-Furnished,apartment,2,3500.0,8.433734939759036
1735,2 BHK Apartment ,950,Santacruz East,78999,,2.0,No Deposit,Furnished,apartment,2,39499.5,83.15684210526315
1736,3 BHK Apartment ,1750,Kharghar,45000,,3.0,No Deposit,Unfurnished,apartment,3,15000.0,25.714285714285715
1737,2 BHK Apartment ,1000,Santacruz East,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,80.0
1738,3 BHK Apartment ,1400,Santacruz East,130000,,3.0,No Deposit,Semi-Furnished,apartment,3,43333.333333333336,92.85714285714286
1739,1 BHK Apartment ,650,Santacruz East,46000,,2.0,No Deposit,Semi-Furnished,apartment,1,46000.0,70.76923076923077
1740,2 BHK Apartment ,750,Kurla,64999,,2.0,No Deposit,Furnished,apartment,2,32499.5,86.66533333333334
1741,1 BHK Apartment ,650,Kurla,50000,,2.0,No Deposit,Semi-Furnished,apartment,1,50000.0,76.92307692307692
1742,2 BHK Apartment ,950,Santacruz East,78999,,2.0,No Deposit,Furnished,apartment,2,39499.5,83.15684210526315
1743,1 BHK Apartment ,550,Kharghar,12000,,1.0,No Deposit,Unfurnished,apartment,1,12000.0,21.818181818181817
1744,2 BHK Apartment ,1250,Kharghar,33000,,2.0,No Deposit,Unfurnished,apartment,2,16500.0,26.4
1745,1 RK Studio Apartment ,310,Santacruz East,26999,,1.0,No Deposit,Furnished,studio,1,26999.0,87.09354838709677
1746,3 BHK Apartment ,1100,Santacruz East,72999,,3.0,No Deposit,Unfurnished,apartment,3,24333.0,66.36272727272727
1747,2 BHK Apartment ,850,Santacruz East,44999,,2.0,No Deposit,Semi-Furnished,apartment,2,22499.5,52.94
1748,1 BHK Apartment ,600,Santacruz East,32100,,1.0,No Deposit,Semi-Furnished,apartment,1,32100.0,53.5
1749,3 BHK Apartment ,1655,Chembur,155000,,3.0,No Deposit,Unfurnished,apartment,3,51666.666666666664,93.65558912386707
1750,2 BHK Apartment ,1115,Kharghar,25000,,1.0,No Deposit,Semi-Furnished,apartment,2,12500.0,22.42152466367713
1751,2 BHK Apartment ,1210,Kharghar,40000,,2.0,No Deposit,Furnished,apartment,2,20000.0,33.05785123966942
1752,4 BHK Apartment ,2500,Santacruz East,170000,,4.0,No Deposit,Semi-Furnished,apartment,4,42500.0,68.0
1753,1 BHK Apartment ,650,Santacruz East,34000,,2.0,No Deposit,Semi-Furnished,apartment,1,34000.0,52.30769230769231
1754,4 BHK Apartment ,2500,Santacruz East,170000,,4.0,No Deposit,Semi-Furnished,apartment,4,42500.0,68.0
1755,1 BHK Apartment ,650,Santacruz East,34000,,2.0,No Deposit,Semi-Furnished,apartment,1,34000.0,52.30769230769231
1756,2 BHK Apartment ,900,Santacruz East,66999,,2.0,No Deposit,Semi-Furnished,apartment,2,33499.5,74.44333333333333
1757,2 BHK Apartment ,1000,Santacruz East,80000,,2.0,No Deposit,Semi-Furnished,apartment,2,40000.0,80.0
1758,3 BHK Apartment ,1400,Santacruz East,130000,,3.0,No Deposit,Semi-Furnished,apartment,3,43333.333333333336,92.85714285714286
1759,1 BHK Apartment ,650,Santacruz East,46000,,2.0,No Deposit,Semi-Furnished,apartment,1,46000.0,70.76923076923077
1760,2 BHK Apartment ,750,Kurla,64999,,2.0,No Deposit,Furnished,apartment,2,32499.5,86.66533333333334
1761,1 BHK Apartment ,650,Kurla,50000,,2.0,No Deposit,Semi-Furnished,apartment,1,50000.0,76.92307692307692
1762,1 BHK Apartment ,558,Santacruz West,50000,,1.0,No Deposit,Furnished,apartment,1,50000.0,89.60573476702508
1763,1 RK Studio Apartment ,250,Andheri East,15500,,1.0,No Deposit,Unfurnished,studio,1,15500.0,62.0
1764,2 BHK Apartment ,1100,Kharghar,25000,,2.0,No Deposit,Unfurnished,apartment,2,12500.0,22.727272727272727
1765,1 RK Studio Apartment ,310,Santacruz East,26999,,1.0,No Deposit,Furnished,studio,1,26999.0,87.09354838709677
1766,3 BHK Apartment ,1100,Santacruz East,72999,,3.0,No Deposit,Unfurnished,apartment,3,24333.0,66.36272727272727
1767,2 BHK Apartment ,850,Santacruz East,44999,,2.0,No Deposit,Semi-Furnished,apartment,2,22499.5,52.94
1768,1 BHK Apartment ,600,Santacruz East,32100,,1.0,No Deposit,Semi-Furnished,apartment,1,32100.0,53.5
1769,1 BHK Apartment ,444,Goregaon West,26300,,2.0,No Deposit,Semi-Furnished,apartment,1,26300.0,59.234234234234236
